	gene_short_name
YOR261C	YOR261C
YOR262W	YOR262W
YOR265W	YOR265W
YOR267C	YOR267C
YOR270C	YOR270C
YOR271C	YOR271C
YOR272W	YOR272W
YOR273C	YOR273C
YOR274W	YOR274W
YOR275C	YOR275C
YOR276W	YOR276W
YOR280C	YOR280C
YOR281C	YOR281C
YOR283W	YOR283W
YOR285W	YOR285W
YOR286W	YOR286W
YOR288C	YOR288C
YOR290C	YOR290C
YOR291W	YOR291W
YOR292C	YOR292C
YOR293W	YOR293W
YOR294W	YOR294W
YOR296W	YOR296W
YOR297C	YOR297C
YOR298C-A	YOR298C-A
YOR298W	YOR298W
YOR299W	YOR299W
YOR301W	YOR301W
YOR302W	YOR302W
YOR303W	YOR303W
YOR304C-A	YOR304C-A
YOR304W	YOR304W
YOR305W	YOR305W
YOR307C	YOR307C
YOR309C	YOR309C
YOR310C	YOR310C
YOR311C	YOR311C
YOR312C	YOR312C
YOR315W	YOR315W
YOR316C	YOR316C
YOR317W	YOR317W
YOR319W	YOR319W
YOR320C	YOR320C
YOR322C	YOR322C
YOR323C	YOR323C
YOR324C	YOR324C
YOR326W	YOR326W
YOR327C	YOR327C
YOR329C	YOR329C
YOR330C	YOR330C
YOR332W	YOR332W
YOR335C	YOR335C
YOR336W	YOR336W
YOR337W	YOR337W
YOR340C	YOR340C
YOR341W	YOR341W
YOR342C	YOR342C
YOR343W-B	YOR343W-B
YOR344C	YOR344C
YOR346W	YOR346W
YOR348C	YOR348C
YOR353C	YOR353C
YOR354C	YOR354C
YOR355W	YOR355W
YOR356W	YOR356W
YOR357C	YOR357C
YOR360C	YOR360C
YOR361C	YOR361C
YOR362C	YOR362C
YOR367W	YOR367W
YOR369C	YOR369C
YOR370C	YOR370C
YOR371C	YOR371C
YOR372C	YOR372C
YOR374W	YOR374W
YOR375C	YOR375C
YOR377W	YOR377W
YOR382W	YOR382W
YOR383C	YOR383C
YPL001W	YPL001W
YPL002C	YPL002C
YPL003W	YPL003W
YPL004C	YPL004C
YPL006W	YPL006W
YPL009C	YPL009C
YPL010W	YPL010W
YPL011C	YPL011C
YPL012W	YPL012W
YPL013C	YPL013C
YPL015C	YPL015C
YPL016W	YPL016W
YPL017C	YPL017C
YPL018W	YPL018W
YPL019C	YPL019C
YPL020C	YPL020C
YPL022W	YPL022W
YPL023C	YPL023C
YPL024W	YPL024W
YPL026C	YPL026C
YPL028W	YPL028W
YPL031C	YPL031C
YPL032C	YPL032C
YPL037C	YPL037C
YPL038W	YPL038W
YPL043W	YPL043W
YPL046C	YPL046C
YPL047W	YPL047W
YPL048W	YPL048W
YPL049C	YPL049C
YPL050C	YPL050C
YPL053C	YPL053C
YPL055C	YPL055C
YPL057C	YPL057C
YPL059W	YPL059W
YPL061W	YPL061W
YPL063W	YPL063W
YPL064C	YPL064C
YPL065W	YPL065W
YPL066W	YPL066W
YPL069C	YPL069C
YPL070W	YPL070W
YPL071C	YPL071C
YPL074W	YPL074W
YPL075W	YPL075W
YPL078C	YPL078C
YPL079W	YPL079W
YPL080C	YPL080C
YPL081W	YPL081W
YPL082C	YPL082C
YPL084W	YPL084W
YPL085W	YPL085W
YPL086C	YPL086C
YPL087W	YPL087W
YPL090C	YPL090C
YPL091W	YPL091W
YPL093W	YPL093W
YPL094C	YPL094C
YPL095C	YPL095C
YPL096C-A	YPL096C-A
YPL096W	YPL096W
YPL098C	YPL098C
YPL099C	YPL099C
YPL100W	YPL100W
YPL101W	YPL101W
YPL104W	YPL104W
YPL105C	YPL105C
YPL106C	YPL106C
YPL107W	YPL107W
YPL110C	YPL110C
YPL111W	YPL111W
YPL112C	YPL112C
YPL115C	YPL115C
YPL116W	YPL116W
YPL117C	YPL117C
YPL118W	YPL118W
YPL120W	YPL120W
YPL125W	YPL125W
YPL126W	YPL126W
YPL127C	YPL127C
YPL128C	YPL128C
YPL129W	YPL129W
YPL131W	YPL131W
YPL135W	YPL135W
YPL137C	YPL137C
YPL139C	YPL139C
YPL141C	YPL141C
YPL142C	YPL142C
YPL143W	YPL143W
YPL144W	YPL144W
YPL145C	YPL145C
YPL146C	YPL146C
YPL151C	YPL151C
YPL152W	YPL152W
YPL154C	YPL154C
YPL156C	YPL156C
YPL159C	YPL159C
YPL160W	YPL160W
YPL161C	YPL161C
YPL163C	YPL163C
YPL169C	YPL169C
YPL170W	YPL170W
YPL173W	YPL173W
YPL176C	YPL176C
YPL177C	YPL177C
YPL178W	YPL178W
YPL179W	YPL179W
YPL180W	YPL180W
YPL181W	YPL181W
YPL183W-A	YPL183W-A
YPL184C	YPL184C
YPL189C-A	YPL189C-A
YPL190C	YPL190C
YPL195W	YPL195W
YPL196W	YPL196W
YPL198W	YPL198W
YPL199C	YPL199C
YPL202C	YPL202C
YPL203W	YPL203W
YPL204W	YPL204W
YPL205C	YPL205C
YPL206C	YPL206C
YPL207W	YPL207W
YPL210C	YPL210C
YPL211W	YPL211W
YPL212C	YPL212C
YPL214C	YPL214C
YPL215W	YPL215W
YPL217C	YPL217C
YPL218W	YPL218W
YPL220W	YPL220W
YPL221W	YPL221W
YPL222W	YPL222W
YPL224C	YPL224C
YPL225W	YPL225W
YPL226W	YPL226W
YPL227C	YPL227C
YPL228W	YPL228W
YPL230W	YPL230W
YPL231W	YPL231W
YPL232W	YPL232W
YPL234C	YPL234C
YPL235W	YPL235W
YPL237W	YPL237W
YPL239W	YPL239W
YPL240C	YPL240C
YPL242C	YPL242C
YPL243W	YPL243W
YPL244C	YPL244C
YPL245W	YPL245W
YPL246C	YPL246C
YPL247C	YPL247C
YPL249C	YPL249C
YPL249C-A	YPL249C-A
YPL252C	YPL252C
YPL254W	YPL254W
YPL257W-B	YPL257W-B
YPL259C	YPL259C
YPL260W	YPL260W
YPL262W	YPL262W
YPL263C	YPL263C
YPL265W	YPL265W
YPL266W	YPL266W
YPL270W	YPL270W
YPL271W	YPL271W
YPL273W	YPL273W
YPL274W	YPL274W
YPR004C	YPR004C
YPR008W	YPR008W
YPR010C	YPR010C
YPR010C-A	YPR010C-A
YPR016C	YPR016C
YPR016W-A	YPR016W-A
YPR017C	YPR017C
YPR020W	YPR020W
YPR021C	YPR021C
YPR023C	YPR023C
YPR024W	YPR024W
YPR025C	YPR025C
YPR026W	YPR026W
YPR028W	YPR028W
YPR029C	YPR029C
YPR032W	YPR032W
YPR033C	YPR033C
YPR034W	YPR034W
YPR035W	YPR035W
YPR036W	YPR036W
YPR036W-A	YPR036W-A
YPR037C	YPR037C
YPR040W	YPR040W
YPR041W	YPR041W
YPR042C	YPR042C
YPR043W	YPR043W
YPR044C	YPR044C
YPR045C	YPR045C
YPR051W	YPR051W
YPR052C	YPR052C
YPR055W	YPR055W
YPR056W	YPR056W
YPR057W	YPR057W
YPR058W	YPR058W
YPR060C	YPR060C
YPR062W	YPR062W
YPR063C	YPR063C
YPR065W	YPR065W
YPR067W	YPR067W
YPR069C	YPR069C
YPR072W	YPR072W
YPR073C	YPR073C
YPR074C	YPR074C
YPR075C	YPR075C
YPR079W	YPR079W
YPR080W	YPR080W
YPR086W	YPR086W
YPR087W	YPR087W
YPR088C	YPR088C
YPR089W	YPR089W
YPR091C	YPR091C
YPR094W	YPR094W
YPR097W	YPR097W
YPR098C	YPR098C
YPR100W	YPR100W
YPR101W	YPR101W
YPR102C	YPR102C
YPR103W	YPR103W
YPR104C	YPR104C
YPR105C	YPR105C
YPR106W	YPR106W
YPR107C	YPR107C
YPR108W	YPR108W
YPR109W	YPR109W
YPR110C	YPR110C
YPR112C	YPR112C
YPR113W	YPR113W
YPR114W	YPR114W
YPR115W	YPR115W
YPR117W	YPR117W
YPR118W	YPR118W
YPR122W	YPR122W
YPR123C	YPR123C
YPR124W	YPR124W
YPR125W	YPR125W
YPR127W	YPR127W
YPR128C	YPR128C
YPR129W	YPR129W
YPR131C	YPR131C
YPR132W	YPR132W
YPR133C	YPR133C
YPR133W-A	YPR133W-A
YPR137C-B	YPR137C-B
YPR138C	YPR138C
YPR139C	YPR139C
YPR140W	YPR140W
YPR143W	YPR143W
YPR144C	YPR144C
YPR145W	YPR145W
YPR146C	YPR146C
YPR147C	YPR147C
YPR148C	YPR148C
YPR149W	YPR149W
YPR154W	YPR154W
YPR156C	YPR156C
YPR158C-D	YPR158C-D
YPR158W	YPR158W
YPR158W-B	YPR158W-B
YPR159W	YPR159W
YPR161C	YPR161C
YPR163C	YPR163C
YPR165W	YPR165W
YPR166C	YPR166C
YPR167C	YPR167C
YPR169W	YPR169W
YPR170W-B	YPR170W-B
YPR171W	YPR171W
YPR172W	YPR172W
YPR173C	YPR173C
YPR175W	YPR175W
YPR176C	YPR176C
YPR178W	YPR178W
YPR180W	YPR180W
YPR181C	YPR181C
YPR182W	YPR182W
YPR183W	YPR183W
YPR184W	YPR184W
YPR185W	YPR185W
YPR186C	YPR186C
YPR187W	YPR187W
YPR188C	YPR188C
YPR189W	YPR189W
YPR190C	YPR190C
YPR191W	YPR191W
YPR198W	YPR198W
YPR199C	YPR199C
